Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,1,0,3,192,1,2,4,1,3,1,32,3,1,6,4,0,2695,3,7747,0,1,18,3,2,1,3,2,1,2,2,2,2.0
31,1,0,3,691,2,7,3,2,4,1,73,3,2,7,4,0,7547,2,7143,4,0,12,3,4,3,13,3,3,7,7,1,7.0
31,1,0,2,798,1,7,2,1,3,0,48,2,3,4,3,1,8943,2,14034,1,0,24,4,1,1,10,2,3,10,9,8,9.0
31,1,0,3,1232,1,7,4,3,3,0,39,3,3,4,4,2,7143,2,25713,1,1,14,3,3,0,11,2,2,11,9,4,10.0
31,1,0,3,408,1,9,4,1,3,1,42,2,1,6,2,2,2657,3,7551,0,1,16,3,4,0,3,5,3,2,2,2,2.0
31,1,0,3,480,1,7,2,3,2,0,31,3,2,4,1,1,4306,3,4156,1,0,12,3,2,1,13,5,1,13,10,3,12.0
31,1,0,3,329,1,1,2,1,4,1,98,2,1,2,1,1,2218,3,16193,1,0,12,3,3,1,4,3,3,4,2,3,2.0
31,1,0,3,1274,1,9,1,1,3,1,33,3,3,4,2,0,10648,0,14394,1,0,25,4,4,1,13,6,4,13,8,0,8.0
31,1,1,2,534,1,20,3,1,1,1,66,3,3,0,3,1,9824,2,22908,3,0,12,3,1,0,12,2,3,1,0,0,0.0
31,1,0,3,828,2,2,1,1,2,1,77,3,2,7,4,2,6582,2,8346,4,1,13,3,3,0,10,2,4,6,5,0,5.0
31,1,0,3,688,2,7,3,1,3,1,44,2,3,3,4,0,11557,0,25291,9,0,21,4,3,1,10,3,2,5,4,0,1.0
31,1,1,3,1365,2,13,4,3,2,1,46,3,2,7,1,0,4233,3,11512,2,0,17,3,3,0,9,2,1,3,1,1,2.0
31,1,0,3,525,2,6,4,3,1,1,66,4,2,7,4,0,5460,2,6219,4,0,22,4,4,2,13,4,4,7,7,5,7.0
31,1,0,3,1222,1,11,4,1,4,1,48,3,1,6,4,1,2356,3,14871,3,1,19,3,2,1,8,2,3,6,4,0,2.0
31,1,0,3,154,2,7,4,1,2,1,41,2,1,8,3,1,2329,3,11737,3,0,15,3,2,0,13,2,4,7,7,5,2.0
31,1,0,0,1188,2,20,2,2,4,0,45,3,2,7,3,1,6932,2,24406,1,0,13,3,4,1,9,2,2,9,8,0,0.0
31,1,0,3,616,1,12,3,3,4,0,41,3,2,0,4,1,5855,2,17369,0,1,11,3,3,2,10,2,1,9,7,8,5.0
31,1,1,0,335,1,9,2,3,3,1,46,2,1,6,1,2,2321,3,10322,0,1,22,4,1,0,4,0,3,3,2,1,2.0
31,1,0,2,853,1,1,1,1,3,0,96,3,2,4,1,1,4148,3,11275,1,0,12,3,3,1,4,1,3,4,3,0,3.0
31,1,0,2,793,2,20,3,1,3,1,67,4,1,8,4,1,2791,3,21981,0,0,12,3,1,1,3,4,3,2,2,2,2.0
31,1,1,2,874,1,15,3,3,3,1,72,3,1,2,3,1,2610,3,6233,1,0,12,3,3,1,2,5,2,2,2,2,2.0
31,1,0,3,1332,1,11,2,3,3,1,80,3,2,0,1,1,6833,2,17089,1,1,12,3,4,0,6,2,2,6,5,0,1.0
31,1,0,3,1062,1,24,3,3,3,0,96,2,2,0,1,2,6812,2,17198,1,0,19,3,2,0,10,2,3,10,9,1,8.0
31,1,0,0,587,2,2,4,1,4,0,57,3,3,7,3,0,9852,2,8935,1,1,19,3,1,1,10,5,2,10,8,9,6.0
31,1,1,2,1060,2,1,3,1,4,0,54,3,1,8,2,2,2302,3,8319,1,1,11,3,1,0,3,2,4,3,2,2,2.0
31,1,1,2,703,2,2,3,1,3,0,90,2,1,8,4,2,2785,3,11882,7,0,14,3,3,0,3,3,4,1,0,0,0.0
31,1,1,3,330,1,22,4,3,4,1,98,3,2,4,3,1,6179,2,21057,1,1,15,3,4,2,10,3,2,10,2,6,7.0
31,1,1,2,667,2,1,4,1,2,0,50,1,1,8,3,2,1359,3,16154,1,0,12,3,2,0,1,3,3,1,0,0,0.0
31,1,0,3,182,1,8,5,1,1,0,93,3,4,5,2,2,16422,1,8847,3,0,11,3,3,0,9,3,4,3,2,1,0.0
31,1,1,3,202,1,8,3,1,1,0,34,2,1,6,2,2,1261,3,22262,1,0,12,3,3,0,1,3,4,1,0,0,0.0
31,1,0,3,326,2,8,2,1,1,1,31,3,3,7,4,0,10793,0,8386,1,0,18,3,1,1,13,5,3,13,7,9,9.0
31,1,1,2,1445,1,1,5,1,3,0,100,4,3,4,2,2,7446,2,8931,1,0,11,3,1,0,10,2,3,10,8,4,7.0
31,1,0,3,1398,0,8,2,3,4,0,96,4,1,1,2,2,2109,3,24609,9,0,18,3,4,0,8,3,3,3,2,0,2.0
31,1,1,2,523,1,2,3,1,2,1,94,3,1,2,4,1,3722,3,21081,6,1,13,3,3,1,7,2,1,2,2,2,2.0
31,1,1,2,561,1,3,3,1,4,0,33,3,1,6,3,2,4084,3,4156,1,0,12,3,1,0,7,2,1,7,2,7,7.0
31,1,0,2,715,2,2,4,4,4,1,54,3,2,7,1,2,5332,2,21602,7,0,13,3,4,0,10,3,3,5,2,0,3.0
31,1,0,3,1112,2,5,4,1,1,0,67,3,2,7,4,1,5476,2,22589,1,0,11,3,1,2,10,2,3,10,0,0,2.0
31,1,0,3,741,1,2,4,1,2,1,69,3,1,2,3,1,3477,3,18103,1,0,14,3,4,1,6,2,4,5,2,0,3.0
31,1,0,2,163,1,24,1,5,4,0,30,3,2,4,4,2,5238,2,6670,2,0,20,4,4,0,9,3,2,5,4,1,4.0
31,1,0,3,1003,2,5,3,5,1,1,51,3,2,7,3,1,8346,2,20943,1,0,19,3,3,1,6,3,3,5,2,0,2.0
31,1,1,3,1079,2,16,4,2,1,1,70,3,3,7,3,1,8161,2,19002,2,0,13,3,1,3,10,2,3,1,0,0,0.0
31,1,0,3,196,2,29,4,2,1,0,91,2,2,7,4,1,5468,2,13402,1,0,14,3,1,2,13,3,3,12,7,5,7.0
31,1,0,2,1125,2,7,4,2,1,0,68,3,3,7,1,1,9637,2,8277,2,0,14,3,4,2,9,3,3,3,2,2,2.0
31,1,1,3,359,0,18,5,0,4,1,89,4,1,1,1,1,2956,3,21495,0,0,17,3,3,0,2,4,3,1,0,0,0.0
31,1,0,3,311,1,20,3,1,2,1,89,3,2,2,3,0,4197,3,18624,1,0,11,3,1,1,10,2,3,10,8,0,2.0
31,1,0,3,1079,2,10,2,3,3,0,86,3,2,7,4,0,6583,2,20115,2,1,11,3,4,1,8,2,3,5,2,1,4.0
31,1,0,3,471,1,4,3,3,1,0,62,4,1,2,3,0,3978,3,16031,8,0,12,3,2,1,4,0,2,2,2,2,2.0
31,1,0,0,976,1,3,2,3,3,1,48,3,1,6,1,0,3065,3,3995,1,1,13,3,4,1,4,3,4,4,2,2,3.0
31,1,0,2,1125,1,1,3,1,4,1,48,1,2,6,1,1,5003,2,5771,1,0,21,4,2,0,10,6,3,10,8,8,7.0
31,1,1,2,754,2,26,4,2,1,1,63,3,2,7,4,1,5617,2,21075,1,1,11,3,3,0,10,4,3,10,7,0,8.0
31,1,0,3,1276,1,2,1,3,4,0,59,1,1,2,4,0,1129,3,17536,1,1,11,3,3,3,1,4,3,1,0,0,0.0
31,1,0,0,697,1,10,3,3,3,0,40,3,3,5,3,1,11031,0,26862,4,0,20,4,3,1,13,2,4,11,7,4,8.0
31,1,0,3,1154,2,2,2,1,1,1,54,3,1,8,3,1,3067,3,6393,0,0,19,3,3,1,3,1,3,2,2,1,2.0
31,1,0,0,325,1,5,3,3,2,1,74,3,2,4,1,2,9936,2,3787,0,0,19,3,2,0,10,2,3,9,4,1,7.0
31,1,0,0,325,1,5,3,3,2,1,74,3,2,4,1,2,9936,2,3787,0,0,19,3,2,0,10,2,3,9,4,1,7.0
32,1,0,2,1005,1,2,2,1,4,1,79,3,1,2,4,2,3068,3,11864,0,0,13,3,3,0,8,2,2,7,7,3,6.0
32,1,0,3,334,1,5,2,1,1,1,80,4,1,6,2,0,3298,3,15053,0,1,12,3,4,2,7,5,2,6,2,0,5.0
32,1,0,3,427,1,1,3,3,1,1,33,3,2,4,4,1,6162,2,10877,1,1,22,4,2,1,9,3,3,9,8,7,8.0
32,1,0,3,1093,2,6,4,3,2,1,87,3,2,7,3,2,5010,2,24301,1,0,16,3,1,0,12,0,3,11,8,5,7.0
32,1,0,3,827,1,1,1,1,4,1,71,3,1,6,1,2,2956,3,15178,1,0,13,3,4,0,1,2,3,1,0,0,0.0
32,1,0,2,967,2,8,3,2,2,0,43,3,3,7,4,2,8998,2,15589,1,0,14,3,4,0,9,2,3,9,8,3,7.0
32,1,0,3,120,1,6,5,1,3,1,43,3,1,6,3,2,3038,3,12430,3,0,20,4,1,0,8,2,3,5,4,1,4.0
32,1,0,3,1401,2,4,2,1,3,0,56,3,1,8,2,1,3931,3,20990,2,0,11,3,1,1,6,5,3,4,3,1,2.0
32,1,1,3,515,1,1,3,1,4,1,62,2,1,2,3,2,3730,3,9571,0,1,14,3,4,0,4,2,1,3,2,1,2.0
32,1,0,0,976,2,26,4,2,3,1,100,3,2,7,4,1,4465,3,12069,0,0,18,3,1,0,4,2,3,3,2,2,2.0
32,1,0,2,1311,1,7,3,1,2,1,100,4,1,2,2,1,2794,3,26062,1,0,20,4,3,0,5,3,1,5,1,0,3.0
32,1,0,3,128,1,2,1,5,4,1,84,2,2,2,1,2,2176,3,19737,4,0,13,3,4,0,9,5,3,6,2,0,4.0
32,1,0,3,906,2,7,3,1,4,1,91,2,2,7,3,1,5484,2,16985,1,0,14,3,3,1,13,3,2,13,8,4,8.0
32,1,0,3,588,2,8,2,5,3,0,65,2,2,7,2,1,5228,2,24624,1,1,11,3,4,0,13,2,3,13,12,11,9.0
32,1,0,3,1018,1,2,4,3,1,0,74,4,2,6,4,2,5055,2,10557,7,0,16,3,3,0,10,0,2,7,7,0,7.0
32,1,0,3,1062,1,2,3,3,3,0,75,3,1,2,2,1,2370,3,3956,1,0,13,3,3,1,8,4,3,8,0,0,7.0
32,1,1,0,1474,2,11,4,4,4,1,60,4,2,7,3,1,4707,3,23914,8,0,12,3,4,0,6,2,3,4,2,1,2.0
32,1,0,3,646,1,9,4,1,1,0,92,3,2,6,4,1,6322,2,18089,1,1,12,3,4,1,6,2,2,6,4,0,5.0
32,1,0,3,929,2,10,3,2,4,1,55,3,2,7,4,2,5396,2,21703,1,0,12,3,4,0,10,2,2,10,7,0,8.0
32,1,0,3,1018,1,3,2,1,3,0,39,3,3,5,4,2,11159,0,19373,3,0,15,3,4,0,10,6,3,7,7,7,7.0
32,1,0,2,430,1,24,4,1,1,1,80,3,2,2,4,1,5309,2,21146,1,0,15,3,4,2,10,2,3,10,8,4,7.0
32,1,0,3,859,1,4,3,1,3,0,98,2,2,4,3,1,6162,2,19124,1,0,12,3,3,1,14,3,3,14,13,6,8.0
32,1,0,3,117,2,13,4,1,2,1,73,3,2,7,4,0,4403,3,9250,2,0,11,3,3,1,8,3,2,5,2,0,3.0
32,1,0,3,638,1,8,2,3,3,0,91,4,2,6,3,1,5175,2,22162,5,0,12,3,3,1,9,3,2,5,3,1,3.0
32,1,0,0,300,1,1,3,1,4,1,61,3,1,2,4,0,2314,3,9148,0,0,12,3,2,1,4,2,3,3,0,0,2.0
32,1,0,2,379,2,5,2,1,2,1,48,3,2,7,2,1,6524,2,8891,1,0,14,3,4,1,10,3,3,10,8,5,3.0
32,1,1,3,374,1,25,4,1,1,1,87,3,1,2,4,2,2795,3,18016,1,1,24,4,3,0,1,2,1,1,0,0,1.0
32,1,0,0,1184,1,1,3,1,3,0,70,2,1,2,2,1,2332,3,3974,6,0,20,4,3,0,5,3,3,3,0,0,2.0
32,1,0,3,498,1,3,4,3,3,0,93,3,2,4,1,1,6725,2,13554,1,0,12,3,3,1,8,2,4,8,7,6,3.0
32,1,0,0,1109,1,29,4,3,4,0,69,3,1,2,3,2,4025,3,11135,9,0,12,3,2,0,10,2,3,8,7,7,7.0
32,1,0,0,862,2,2,1,1,3,0,76,3,1,8,1,0,2827,3,14947,1,0,12,3,3,3,1,3,3,1,0,0,0.0
32,1,0,2,116,1,13,3,4,3,0,77,2,1,2,2,1,2743,3,7331,1,0,20,4,3,1,2,2,3,2,2,2,2.0
32,1,0,2,1316,1,2,2,1,4,0,38,3,2,6,3,2,4998,3,2338,4,1,14,3,4,0,10,2,3,8,7,0,7.0
32,1,0,3,604,2,8,3,3,3,1,56,4,2,7,4,1,6209,2,11693,1,0,15,3,3,2,10,4,4,10,7,0,8.0
32,1,1,3,1089,1,7,2,1,4,1,79,3,2,2,3,1,4883,3,22845,1,0,18,3,1,1,10,3,3,10,4,1,1.0
32,1,0,3,499,2,2,1,2,3,1,36,3,2,7,2,1,4078,3,20497,0,1,13,3,1,3,4,3,2,3,2,1,2.0
32,1,0,3,601,2,7,5,2,4,1,97,3,2,7,4,1,9204,2,23343,4,0,12,3,3,1,7,3,2,4,3,0,3.0
32,1,0,3,495,1,10,3,3,3,1,64,3,3,3,4,2,11244,0,21072,2,0,25,4,2,0,10,5,4,5,2,0,0.0
32,1,0,3,824,1,5,2,1,4,0,67,2,2,6,2,1,5878,2,15624,3,0,12,3,1,1,12,2,3,7,1,2,5.0
32,1,0,0,1200,1,1,4,5,4,1,62,3,2,6,1,1,4087,3,25174,4,0,14,3,2,1,9,3,2,6,5,1,2.0
32,1,0,3,634,1,5,4,4,2,0,35,4,1,6,4,1,3312,3,18783,3,0,17,3,4,2,6,3,3,3,2,0,2.0
32,1,0,3,977,1,2,3,3,4,1,45,3,2,6,2,0,5470,2,25518,0,0,13,3,3,2,10,4,2,9,5,1,6.0
32,1,1,3,1259,1,2,4,1,4,1,95,3,1,2,2,2,1393,3,24852,1,0,12,3,1,0,1,2,3,1,0,0,0.0
32,1,0,2,585,1,10,3,1,1,1,56,3,1,6,3,1,3433,3,17360,6,0,13,3,1,1,10,3,2,5,2,1,3.0
32,1,1,3,964,2,1,2,1,1,1,34,1,2,7,2,2,6735,2,12147,6,0,15,3,2,0,10,2,3,0,0,0,0.0
32,1,0,3,371,2,19,3,1,4,1,80,1,3,7,3,1,9610,2,3840,3,0,13,3,3,1,10,2,1,4,3,0,2.0
32,1,0,0,953,1,5,4,5,2,1,65,3,1,6,2,2,2718,3,17674,2,0,14,3,2,0,12,3,3,7,7,0,7.0
32,1,0,2,1318,2,10,4,2,4,1,79,3,2,7,4,2,4648,3,26075,8,0,13,3,3,0,4,2,4,0,0,0,0.0
32,1,1,3,414,2,2,4,2,3,1,82,2,2,7,2,2,9907,2,26186,7,1,12,3,3,0,7,3,2,2,2,2,2.0
32,1,1,2,238,1,5,2,1,1,0,47,4,1,6,3,2,2432,3,15318,3,1,14,3,1,0,8,2,3,4,1,0,3.0
32,1,0,0,1146,1,15,4,3,3,0,34,3,2,0,4,0,6667,2,16542,5,0,18,3,2,1,9,6,3,5,1,1,2.0
32,1,0,3,1373,1,5,4,1,4,1,56,2,2,4,4,2,9679,2,10138,8,0,24,4,2,0,8,1,3,1,0,0,0.0
32,1,0,3,267,1,29,4,1,3,0,49,2,1,2,2,2,2837,3,15919,1,0,13,3,3,0,6,3,3,6,2,4,1.0
32,1,0,3,234,2,1,4,3,2,1,68,2,1,8,2,1,2269,3,18024,0,0,14,3,2,1,3,2,3,2,2,2,2.0
32,1,0,3,801,2,1,4,2,3,0,48,3,3,7,4,1,10422,0,24032,1,0,19,3,3,2,14,3,3,14,10,5,7.0
32,1,0,3,529,1,2,3,5,4,1,78,3,1,6,1,2,2439,3,11288,1,0,14,3,4,0,4,4,3,4,2,1,2.0
33,1,0,2,1392,1,3,4,1,4,0,56,3,1,6,3,1,2909,3,23159,1,1,11,3,3,0,8,3,3,8,7,3,0.0
33,1,0,2,1141,2,1,3,1,3,0,42,4,2,7,1,1,5376,2,3193,2,0,19,3,1,2,10,3,3,5,3,1,3.0
33,1,0,2,515,1,1,2,1,1,0,98,3,3,5,4,2,13458,0,15146,1,1,12,3,3,0,15,1,3,15,14,8,12.0
33,1,0,0,750,2,22,2,2,3,1,95,3,2,7,2,1,6146,2,15480,0,0,13,3,1,1,8,2,4,7,7,0,7.0
33,1,0,3,134,1,2,3,1,3,1,90,3,1,6,4,2,2500,3,10515,0,0,14,3,1,0,4,2,4,3,1,0,2.0
33,1,0,3,931,1,14,3,3,4,0,72,3,1,6,2,1,2756,3,4673,1,0,13,3,4,1,8,5,3,8,7,1,6.0
33,1,0,3,147,1,4,4,3,3,0,47,2,1,6,2,1,2622,3,13248,6,0,21,4,4,0,7,3,3,3,2,1,1.0
33,1,1,3,813,1,14,3,3,3,1,58,3,1,2,4,1,2436,3,22149,5,1,13,3,3,1,8,2,1,5,4,0,4.0
33,1,1,3,465,1,2,2,1,1,0,39,3,1,2,1,1,2707,3,21509,7,0,20,4,1,0,13,3,4,9,7,1,7.0
33,1,0,3,832,1,5,4,1,3,0,63,2,1,6,4,1,2911,3,14776,1,0,13,3,3,1,2,2,2,2,2,0,2.0
33,1,0,2,553,1,5,4,1,4,0,74,3,3,3,2,1,11878,0,23364,6,0,11,3,2,2,12,2,3,10,6,8,8.0
33,1,0,2,508,2,10,3,2,2,1,46,2,2,7,4,2,4682,3,4317,3,0,14,3,3,0,9,6,2,7,7,0,1.0
33,1,1,3,350,2,5,3,2,4,0,34,3,1,8,3,2,2851,3,9150,1,1,13,3,2,0,1,2,3,1,0,0,0.0
33,1,1,3,1277,1,15,1,3,2,1,56,3,3,3,3,1,13610,0,24619,7,1,12,3,4,0,15,2,4,7,6,7,7.0
33,1,1,3,587,1,10,1,3,1,1,38,1,1,2,4,0,3408,3,6705,7,0,13,3,1,3,8,2,3,4,3,1,3.0
33,1,0,3,922,1,1,5,3,1,0,95,4,4,5,3,0,16184,1,22578,4,0,19,3,3,1,10,2,3,6,1,0,5.0
33,1,0,3,1216,2,8,4,2,3,1,39,3,2,7,3,0,7104,2,20431,0,0,12,3,4,0,6,3,3,5,0,1,2.0
33,1,0,2,1296,1,6,3,1,3,1,30,3,2,0,4,0,7725,2,5335,3,0,23,4,3,1,15,2,1,13,11,4,7.0
33,1,1,2,1076,1,3,3,1,1,1,70,3,1,6,1,2,3348,3,3164,1,1,11,3,1,0,10,3,3,10,8,9,7.0
33,1,1,3,527,1,1,4,4,4,1,63,3,1,6,4,2,2686,3,5207,1,1,13,3,3,0,10,2,2,10,9,7,8.0
33,1,0,3,213,1,7,3,3,3,1,49,3,3,5,3,1,11691,0,25995,0,0,11,3,4,0,14,3,4,13,9,3,7.0
33,1,1,3,118,2,16,3,2,1,0,69,3,2,7,1,2,5324,2,26507,5,0,15,3,3,0,6,3,3,3,2,0,2.0
33,1,0,3,586,2,1,3,3,1,1,48,4,2,7,1,0,4037,3,21816,1,0,22,4,1,1,9,5,3,9,8,0,8.0
33,1,0,3,1075,0,3,2,0,4,1,57,3,1,1,2,0,2277,3,22650,3,1,11,3,3,1,7,4,4,4,3,0,3.0
33,1,0,3,1198,1,1,4,4,3,1,100,2,1,6,1,2,2799,3,3339,3,1,11,3,2,0,6,1,3,3,2,0,2.0
33,1,0,3,1069,1,1,3,1,2,0,42,2,2,0,4,2,6949,2,12291,0,0,14,3,1,0,6,3,3,5,0,1,4.0
33,1,0,0,722,2,17,3,1,4,1,38,3,4,3,3,2,17444,1,20489,1,0,11,3,4,0,10,2,3,10,8,6,0.0
33,1,0,3,461,1,13,1,1,2,0,53,3,1,6,4,2,3452,3,17241,3,0,18,3,1,0,5,4,3,3,2,0,2.0
33,1,0,2,827,1,1,4,4,3,0,84,4,2,0,2,1,5488,2,20161,1,1,13,3,1,1,6,2,3,6,5,1,2.0
33,1,0,0,1038,2,8,1,1,2,0,88,2,1,8,4,2,2342,3,21437,0,0,19,3,4,0,3,2,2,2,2,2,2.0
33,1,0,3,654,1,5,3,1,4,1,34,2,3,0,4,0,7119,2,21214,4,0,15,3,3,1,9,2,3,3,2,1,2.0
33,1,1,2,827,1,29,4,3,1,0,54,2,2,6,3,2,4508,3,3129,1,0,22,4,2,0,14,4,3,13,7,3,8.0
33,1,1,3,1017,1,25,3,3,1,1,55,2,1,6,2,2,2313,3,2993,4,1,20,4,2,0,5,0,3,2,2,2,2.0
33,1,0,2,970,2,7,3,1,4,0,30,3,2,7,2,1,4302,3,13401,0,0,17,3,3,1,4,3,3,3,2,0,2.0
33,1,1,3,603,2,9,4,2,1,0,77,3,2,7,1,2,8224,2,18385,0,1,17,3,1,0,6,3,3,5,2,0,3.0
33,1,0,3,147,0,2,3,0,2,1,99,3,1,1,3,1,3600,3,8429,1,0,13,3,4,1,5,2,3,5,4,1,4.0
33,1,0,2,1146,2,25,3,3,2,0,82,3,2,7,3,1,4539,3,4905,1,0,12,3,1,1,10,3,2,10,7,0,1.0
33,1,0,3,117,1,9,3,3,1,1,60,3,1,6,4,1,2781,3,6311,0,0,13,3,2,1,15,5,3,14,10,4,10.0
33,1,0,3,536,2,10,5,2,4,1,82,4,3,7,3,0,8380,2,21708,0,1,14,3,4,2,10,3,3,9,8,0,8.0
33,1,0,2,1111,2,5,1,1,2,1,61,3,2,7,4,1,9998,2,19293,6,0,13,3,1,0,8,2,4,5,4,1,2.0
33,1,0,2,430,2,7,3,3,4,1,54,3,2,7,1,1,4373,3,17456,0,0,14,3,1,2,5,2,3,4,3,0,3.0
33,1,0,3,1099,1,4,4,3,1,0,82,2,1,2,2,1,3838,3,8192,8,0,11,3,4,0,8,5,3,5,4,0,2.0
33,1,0,3,516,1,8,5,1,4,1,69,3,2,0,3,2,6388,2,22049,2,1,17,3,1,0,14,6,3,0,0,0,0.0
33,1,0,3,575,1,25,3,1,4,1,44,2,2,4,2,2,4320,3,24152,1,0,13,3,4,0,5,2,3,5,3,0,2.0
33,1,0,3,589,1,28,4,1,2,1,79,3,2,2,3,1,5207,2,22949,1,1,12,3,2,1,15,3,3,15,14,5,7.0
33,1,0,3,1242,2,8,4,1,1,1,46,3,2,7,1,1,6392,2,10589,2,0,13,3,4,1,8,6,1,2,2,2,2.0
33,1,0,3,392,2,2,4,3,4,1,93,3,2,7,4,0,5505,2,3921,1,0,14,3,3,2,6,5,3,6,2,0,4.0
33,1,0,0,530,2,16,3,1,3,0,36,3,2,7,4,0,5368,2,16130,1,1,25,4,3,1,7,2,3,6,5,1,2.0
33,1,0,3,267,1,21,3,3,2,1,79,4,1,2,2,1,2028,3,13637,1,0,18,3,4,3,14,6,3,14,11,2,13.0
33,1,0,0,1283,2,2,3,2,4,0,62,3,2,7,2,2,5147,2,10697,8,0,15,3,4,0,13,2,2,11,7,1,7.0
33,1,1,3,211,2,16,3,1,1,0,74,3,3,7,1,2,8564,2,10092,2,1,20,4,3,0,11,2,2,0,0,0,0.0
33,1,0,0,775,1,4,3,5,4,1,90,3,2,6,2,0,3055,3,6194,5,0,15,3,4,2,11,2,2,9,8,1,7.0
33,1,0,3,867,1,8,4,1,4,1,90,4,1,6,1,1,3143,3,6076,6,0,19,3,2,1,14,1,3,10,8,7,6.0
33,1,0,3,217,2,10,4,2,2,1,43,3,2,7,3,2,5487,2,10410,1,0,14,3,2,0,10,2,2,10,4,0,9.0
33,1,0,2,1303,1,7,2,1,4,1,36,3,2,0,3,0,5968,2,18079,1,0,20,4,3,3,9,2,3,9,7,2,8.0
33,1,0,0,1313,1,1,2,3,2,1,59,2,1,2,3,0,2008,3,20439,1,0,12,3,3,3,1,2,2,1,1,0,0.0
33,1,0,3,501,1,15,2,3,2,0,95,3,2,0,4,1,4878,3,21653,0,1,13,3,1,1,10,6,3,9,7,8,1.0
34,1,0,1,1346,1,19,2,3,2,1,93,3,1,2,4,0,2661,3,8758,0,0,11,3,3,1,3,2,3,2,2,1,2.0
34,1,0,0,1065,2,23,4,2,2,1,72,3,2,7,3,2,4568,3,10034,0,0,20,4,3,0,10,2,3,9,5,8,7.0
34,1,0,3,1153,1,1,2,3,1,1,94,3,2,4,2,1,4325,3,17736,1,0,15,3,3,0,5,2,3,5,2,1,3.0
34,1,0,3,665,1,6,4,4,1,0,41,3,2,6,3,2,4809,3,12482,1,0,14,3,3,0,16,3,3,16,13,2,10.0
34,1,1,2,658,1,7,3,1,1,1,66,1,2,2,3,2,6074,2,22887,1,1,24,4,4,0,9,3,3,9,7,0,6.0
34,1,0,3,1031,1,6,4,1,3,0,45,2,2,6,2,0,4505,3,15000,6,0,15,3,3,1,12,3,3,1,0,0,0.0
34,1,0,3,1354,1,5,3,3,3,0,45,2,3,3,1,2,11631,0,5615,2,0,12,3,4,0,14,6,3,11,10,5,8.0
34,1,0,2,303,2,2,4,2,3,0,75,3,1,8,3,1,2231,3,11314,6,0,18,3,4,1,6,3,3,4,3,1,2.0
34,1,0,3,629,1,27,2,3,4,0,95,3,1,6,2,2,2311,3,5711,2,0,15,3,4,0,9,3,3,3,2,1,2.0
34,1,0,2,1069,1,2,1,1,4,1,45,2,2,4,3,1,9547,2,14074,1,0,17,3,3,0,10,2,2,10,9,1,9.0
34,1,0,2,878,1,10,4,3,4,1,43,3,1,6,3,0,3815,3,5972,1,1,17,3,4,1,5,4,4,5,3,2,0.0
34,1,0,3,470,1,2,4,1,4,1,84,2,2,4,1,1,5957,2,23687,6,0,13,3,2,1,13,3,3,11,9,5,9.0
34,1,1,0,1362,2,19,3,2,1,1,67,4,2,7,4,2,5304,2,4652,8,1,13,3,2,0,9,3,2,5,2,0,4.0
34,1,0,0,1381,2,4,4,2,3,0,72,3,2,7,3,1,6538,2,12740,9,0,15,3,1,1,6,3,3,3,2,1,2.0
34,1,1,2,296,2,6,2,2,4,0,33,1,1,8,3,0,2351,3,12253,0,0,16,3,4,1,3,3,2,2,2,1,0.0
34,1,0,3,1303,1,2,4,1,4,1,62,2,1,6,3,0,2768,3,8416,3,0,12,3,3,1,14,3,3,7,3,5,7.0
34,1,1,2,988,0,23,3,0,2,0,43,3,3,1,1,0,9950,2,11533,9,1,15,3,3,3,11,2,3,3,2,0,2.0
34,1,0,3,258,2,21,4,1,4,1,74,4,2,7,4,2,5337,2,19921,1,0,12,3,4,0,10,3,3,10,7,5,7.0
34,1,0,3,254,1,1,2,1,2,1,83,2,1,6,4,1,3622,3,22794,1,1,13,3,4,1,6,3,3,6,5,1,3.0
34,1,0,3,204,2,14,3,5,3,0,31,3,1,8,3,0,2579,3,2912,1,1,18,3,4,2,8,3,3,8,2,0,6.0
34,1,0,3,1397,1,1,5,1,2,1,42,3,1,6,4,1,2691,3,7660,1,0,12,3,4,1,10,4,2,10,9,8,8.0
34,1,0,3,1442,1,9,3,3,4,0,46,2,3,0,2,2,8621,2,17654,1,0,14,3,2,0,9,3,4,8,7,7,7.0
34,1,0,3,970,1,8,2,3,2,0,96,3,2,0,3,2,6142,2,7360,3,0,11,3,4,0,10,2,3,5,1,4,3.0
34,1,0,3,167,1,8,5,1,2,0,32,3,2,4,1,0,5121,2,4187,3,0,14,3,3,1,7,3,3,0,0,0,0.0
34,1,0,3,304,2,2,3,4,4,1,60,3,2,7,4,2,6274,2,18686,1,0,22,4,3,0,6,5,3,6,5,1,4.0
34,1,0,3,182,1,1,4,1,2,0,72,4,1,6,4,2,3280,3,13551,2,0,16,3,3,0,10,2,3,4,2,1,3.0
34,1,0,3,121,1,2,4,3,3,0,86,2,1,6,1,2,4381,3,7530,1,0,11,3,3,0,6,3,3,6,5,1,3.0
